ATMID,TYPEATMCRM,TELLERID,CABANG,STARTINGCASH50K,CASHIN50K,CASHOUT50K,CASPOSDENOM50K,STARTINGCASH100K,CASHIN100K,CASHOUT100K,CASPOSDENOM100K,"POSITION_SOURCE"
"H362      ",CRM,"W63J      ",47007,4000000000,135000000,175000000,3960000000,4000000000,450000000,0,4450000000,CURRENT
"H363      ",CRM,"W63K      ",47007,11000000000,865000000,1410000000,10455000000,11000000000,790000000,2280000000,9510000000,CURRENT
"H364      ",CRM,"W63L      ",27527,2000000000,12615000000,10405000000,4210000000,4000000000,86440000000,52630000000,37810000000,REPLENISH
"H365      ",CRM,"W63M      ",47007,0,0,0,0,0,0,0,0,CURRENT
"H366      ",CRM,"W63N      ",47007,0,0,0,0,0,0,0,0,CURRENT
"H367      ",CRM,"W63O      ",6,3000000000,600000000,1590000000,2010000000,3000000000,4690000000,5270000000,2420000000,REPLENISH
"H368      ",CRM,"W63P      ",14,5000000000,1450000000,2060000000,4390000000,10000000000,8850000000,2690000000,16160000000,CURRENT
"H369      ",CRM,"W63Q      ",14,5000000000,185000000,1690000000,3495000000,10000000000,500000000,6620000000,3880000000,REPLENISH
"H370      ",CRM,"W63R      ",14,5000000000,115000000,2155000000,2960000000,10000000000,4880000000,10340000000,4540000000,CURRENT
"H371      ",CRM,"W63S      ",47007,14000000000,320000000,2405000000,11915000000,14000000000,2120000000,11310000000,4810000000,CURRENT
"H372      ",CRM,"W63T      ",4006,5000000000,1870000000,1950000000,4920000000,10000000000,6950000000,3370000000,13580000000,REPLENISH
"H373      ",CRM,"W63U      ",8019,5000000000,150000000,780000000,4370000000,10000000000,2500000000,3600000000,8900000000,CURRENT
"H374      ",CRM,"W63V      ",39000,5000000000,2070000000,2030000000,5040000000,10000000000,7400000000,5710000000,11690000000,REPLENISH
"H376      ",CRM,"W63X      ",47007,4000000000,670000000,180000000,4490000000,7000000000,1830000000,0,8830000000,CURRENT
"H377      ",CRM,"W63Y      ",16,2000000000,270000000,755000000,1515000000,10000000000,830000000,1560000000,9270000000,REPLENISH
"H378      ",CRM,"W63Z      ",43506,2000000000,0,5000000,1995000000,4000000000,0,0,4000000000,REPLENISH
"H379      ",CRM,"W64A      ",27529,0,0,0,0,0,0,0,0,CURRENT
"H381      ",CRM,"WH4C      ",20036,1000000000,225000000,625000000,600000000,2000000000,2030000000,1480000000,2550000000,REPLENISH
"H382      ",CRM,"WH4D      ",20036,1000000000,735000000,300000000,1435000000,2000000000,4280000000,2130000000,4150000000,REPLENISH
"H383      ",CRM,"WH4E      ",37,5000000000,55000000,1330000000,3725000000,10000000000,410000000,1940000000,8470000000,CURRENT
"H385      ",CRM,"W64G      ",34026,5000000000,415000000,1175000000,4240000000,10000000000,1580000000,4480000000,7100000000,REPLENISH
"H386      ",CRM,"W64H      ",29038,4000000000,8655000000,1390000000,11265000000,6000000000,22510000000,9960000000,18550000000,REPLENISH
"H387      ",CRM,"W64I      ",29038,4000000000,8825000000,3285000000,9540000000,6000000000,17660000000,18710000000,4950000000,REPLENISH
"H388      ",CRM,"W64J      ",12016,10000000000,615000000,5490000000,5125000000,10000000000,6260000000,9980000000,6280000000,REPLENISH
"H389      ",CRM,"W64K      ",23044,3000000000,350000000,1175000000,2175000000,8000000000,580000000,1000000000,7580000000,REPLENISH
"H390      ",CRM,"W64L      ",23044,3000000000,170000000,990000000,2180000000,8000000000,1230000000,1710000000,7520000000,REPLENISH
"H391      ",CRM,"W64M      ",32015,5000000000,865000000,1220000000,4645000000,5000000000,2560000000,2280000000,5280000000,REPLENISH
"H392      ",CRM,"W64N      ",58,5000000000,215000000,475000000,4740000000,10000000000,440000000,3870000000,6570000000,CURRENT
"H393      ",CRM,"W64O      ",39085,2000000000,50000000,765000000,1285000000,3000000000,220000000,70000000,3150000000,REPLENISH
"H394      ",CRM,"W64P      ",39085,2000000000,155000000,160000000,1995000000,3000000000,420000000,50000000,3370000000,REPLENISH
"H396      ",CRM,"W64R      ",39086,5000000000,310000000,1065000000,4245000000,5000000000,510000000,1320000000,4190000000,REPLENISH
"H397      ",CRM,"W64S      ",29030,5000000000,6615000000,1155000000,10460000000,20000000000,7010000000,20090000000,6920000000,REPLENISH
"H398      ",CRM,"W64T      ",29030,10000000000,9920000000,285000000,19635000000,10000000000,4230000000,900000000,13330000000,REPLENISH
"H399      ",CRM,"W64U      ",47007,4000000000,3340000000,645000000,6695000000,12000000000,12880000000,1560000000,23320000000,CURRENT
"H400      ",CRM,"W64V      ",47007,10000000000,4055000000,12290000000,1765000000,20000000000,13280000000,22100000000,11180000000,CURRENT
"H401      ",CRM,"W64W      ",67,5000000000,300000000,3710000000,1590000000,5000000000,4360000000,6820000000,2540000000,REPLENISH
"H402      ",CRM,"W64X      ",24017,2000000000,200000000,470000000,1730000000,4000000000,940000000,1960000000,2980000000,REPLENISH
"H403      ",CRM,"W64Y      ",47007,10000000000,3005000000,12555000000,450000000,10000000000,3450000000,11090000000,2360000000,CURRENT
"H404      ",CRM,"W64Z      ",47007,10000000000,815000000,10155000000,660000000,15000000000,2090000000,15780000000,1310000000,CURRENT
"H405      ",CRM,"W65A      ",47007,10000000000,1805000000,10195000000,1610000000,15000000000,5220000000,16110000000,4110000000,CURRENT
"H406      ",CRM,"W65B      ",47007,5000000000,6850000000,1700000000,10150000000,10000000000,11090000000,3060000000,18030000000,CURRENT
"H407      ",CRM,"W65C      ",47007,10000000000,6905000000,12330000000,4575000000,10000000000,34000000000,18320000000,25680000000,CURRENT
"H408      ",CRM,"W65D      ",47007,10000000000,470000000,9730000000,740000000,15000000000,1350000000,14730000000,1620000000,REPLENISH
"H409      ",CRM,"W65E      ",47007,20000000000,140000000,4240000000,15900000000,28000000000,930000000,6400000000,22530000000,CURRENT
"H410      ",CRM,"W65F      ",47007,10000000000,7075000000,14230000000,2845000000,15000000000,15240000000,23730000000,6510000000,CURRENT
"H411      ",CRM,"W65G      ",47007,10000000000,1380000000,4085000000,7295000000,10000000000,2040000000,1580000000,10460000000,CURRENT
"H412      ",CRM,"W65H      ",47007,10000000000,1865000000,10655000000,1210000000,15000000000,9260000000,17340000000,6920000000,CURRENT
"H413      ",CRM,"W65I      ",23047,5000000000,455000000,2130000000,3325000000,10000000000,1820000000,4150000000,7670000000,REPLENISH
"H414      ",CRM,"W65J      ",39085,0,0,0,0,0,0,0,0,CURRENT
"H417      ",CRM,"W65M      ",34081,2000000000,0,80000000,1920000000,4000000000,0,0,4000000000,REPLENISH
"ZZAA      ",CRM,"W1AA      ",47007,14000000000,4575000000,3735000000,14840000000,13000000000,58800000000,10220000000,61580000000,CURRENT
"ZZAB      ",CRM,"W1AB      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZAC      ",CRM,"W1AC      ",8014,2000000000,1180000000,2520000000,660000000,4000000000,8050000000,4400000000,7650000000,CURRENT
"ZZAD      ",CRM,"W1AD      ",8001,5000000000,755000000,1790000000,3965000000,10000000000,2210000000,11240000000,970000000,CURRENT
"ZZAE      ",CRM,"W1AE      ",23037,5000000000,660000000,1140000000,4520000000,10000000000,8110000000,6750000000,11360000000,REPLENISH
"ZZAG      ",CRM,"W1AG      ",20007,2000000000,3420000000,1310000000,4110000000,4000000000,5890000000,8460000000,1430000000,REPLENISH
"ZZAH      ",CRM,"W1AH      ",54,2000000000,510000000,495000000,2015000000,8000000000,1520000000,1060000000,8460000000,REPLENISH
"ZZAI      ",CRM,"W1AI      ",8003,4000000000,1350000000,2580000000,2770000000,6000000000,8630000000,6830000000,7800000000,REPLENISH
"ZZAJ      ",CRM,"W1AJ      ",29029,5000000000,4175000000,6315000000,2860000000,10000000000,6560000000,9850000000,6710000000,REPLENISH
"ZZAO      ",CRM,"W1AO      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZAP      ",CRM,"W1AP      ",47007,5000000000,2680000000,2520000000,5160000000,10000000000,5950000000,9350000000,6600000000,CURRENT
"ZZAR      ",CRM,"W1AR      ",47007,3500000000,695000000,3545000000,650000000,10000000000,3040000000,4740000000,8300000000,CURRENT
"ZZAS      ",CRM,"W1AS      ",47007,14000000000,635000000,3230000000,11405000000,20000000000,3550000000,7900000000,15650000000,CURRENT
"ZZAZ      ",CRM,"W1AZ      ",34057,5000000000,3585000000,3220000000,5365000000,10000000000,28510000000,5440000000,33070000000,REPLENISH
"ZZA1      ",CRM,"W17A      ",47007,14000000000,3160000000,5840000000,11320000000,23000000000,8280000000,6590000000,24690000000,CURRENT
"ZZA2      ",CRM,"W18A      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZA3      ",CRM,"W19A      ",16032,5000000000,550000000,2625000000,2925000000,10000000000,11790000000,12130000000,9660000000,CURRENT
"ZZA9      ",CRM,"W24A      ",8000,5000000000,915000000,2060000000,3855000000,10000000000,4160000000,2340000000,11820000000,REPLENISH
"ZZBA      ",CRM,"W1BA      ",34057,5000000000,5425000000,4990000000,5435000000,10000000000,31370000000,5380000000,35990000000,REPLENISH
"ZZBE      ",CRM,"W1EE      ",47007,10000000000,240000000,1735000000,8505000000,10000000000,740000000,3000000000,7740000000,CURRENT
"ZZBF      ",CRM,"W1FF      ",47007,5000000000,1845000000,1715000000,5130000000,10000000000,7700000000,4240000000,13460000000,CURRENT
"ZZBG      ",CRM,"W1GG      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZBH      ",CRM,"W1HH      ",47007,5000000000,550000000,230000000,5320000000,10000000000,2450000000,90000000,12360000000,CURRENT
"ZZBI      ",CRM,"W1II      ",47007,8000000000,240000000,90000000,8150000000,8000000000,570000000,10000000,8560000000,CURRENT
"ZZBL      ",CRM,"W1LL      ",20017,2000000000,425000000,730000000,1695000000,4000000000,3390000000,4090000000,3300000000,CURRENT
"ZZBM      ",CRM,"W1MM      ",29007,2000000000,19250000000,12955000000,8295000000,20000000000,22700000000,25980000000,16720000000,CURRENT
"ZZBO      ",CRM,"W1OO      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZBP      ",CRM,"W1PP      ",32012,5000000000,360000000,1070000000,4290000000,10000000000,830000000,830000000,10000000000,REPLENISH
"ZZBQ      ",CRM,"W1QQ      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZBR      ",CRM,"W1RR      ",47007,16800000000,305000000,390000000,16715000000,12000000000,1460000000,1830000000,11630000000,REPLENISH
"ZZBT      ",CRM,"W1TT      ",47007,5000000000,95000000,750000000,4345000000,28000000000,5110000000,2670000000,30440000000,CURRENT
"ZZBU      ",CRM,"W1UU      ",47007,3000000000,25000000,100000000,2925000000,5000000000,230000000,20000000,5210000000,CURRENT
"ZZBV      ",CRM,"W1VV      ",47007,5000000000,170000000,20000000,5150000000,10000000000,120000000,20000000,10100000000,CURRENT
"ZZBW      ",CRM,"W1WW      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZBX      ",CRM,"W1XX      ",16004,5000000000,965000000,2780000000,3185000000,10000000000,12910000000,6190000000,16720000000,REPLENISH
"ZZB2      ",CRM,"W18B      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZB3      ",CRM,"W19B      ",16017,5000000000,525000000,2140000000,3385000000,10000000000,4290000000,4050000000,10240000000,CURRENT
"ZZB4      ",CRM,"W20B      ",39041,1000000000,955000000,610000000,1345000000,2000000000,4690000000,370000000,6320000000,REPLENISH
"ZZB6      ",CRM,"W22B      ",24028,2000000000,2790000000,4375000000,415000000,4000000000,5350000000,7240000000,2110000000,REPLENISH
"ZZB7      ",CRM,"W23B      ",34030,5000000000,35000000,380000000,4655000000,5000000000,360000000,1060000000,4300000000,REPLENISH
"ZZB9      ",CRM,"W24B      ",12,3000000000,135000000,1080000000,2055000000,5000000000,450000000,370000000,5080000000,REPLENISH
"ZZCB      ",CRM,"W25B      ",47007,11500000000,2745000000,5215000000,9030000000,10000000000,3380000000,8950000000,4430000000,CURRENT
"ZZCC      ",CRM,"W25C      ",47007,15000000000,2985000000,2625000000,15360000000,15000000000,7160000000,8710000000,13450000000,CURRENT
"ZZCD      ",CRM,"W25D      ",47007,14000000000,11755000000,7180000000,18575000000,13000000000,16550000000,9760000000,19790000000,CURRENT
"ZZCE      ",CRM,"W25E      ",47007,20000000000,9810000000,6440000000,23370000000,28000000000,22310000000,6240000000,44070000000,REPLENISH
"ZZCF      ",CRM,"W25F      ",47007,14000000000,2535000000,5370000000,11165000000,24000000000,7090000000,5610000000,25480000000,CURRENT
"ZZCJ      ",CRM,"W25J      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZCN      ",CRM,"W25N      ",39018,2000000000,940000000,1945000000,995000000,3000000000,1790000000,1980000000,2810000000,REPLENISH
"ZZCO      ",CRM,"W25O      ",39066,3000000000,1300000000,1635000000,2665000000,6000000000,5030000000,2200000000,8830000000,REPLENISH
"ZZCP      ",CRM,"W25P      ",47007,2000000000,18080000000,8195000000,11885000000,2000000000,28340000000,9800000000,20540000000,CURRENT
"ZZCW      ",CRM,"W25W      ",47007,18000000000,4025000000,14575000000,7450000000,18000000000,13060000000,13370000000,17690000000,CURRENT
"ZZC2      ",CRM,"W18C      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZC6      ",CRM,"W22C      ",24033,2000000000,1320000000,1505000000,1815000000,4000000000,7680000000,4870000000,6810000000,REPLENISH
"ZZC9      ",CRM,"W24C      ",47007,5000000000,95000000,940000000,4155000000,10000000000,370000000,5250000000,5120000000,REPLENISH
"ZZDA      ",CRM,"W26A      ",4006,5000000000,7470000000,1395000000,11075000000,10000000000,11260000000,4750000000,16510000000,REPLENISH
"ZZDB      ",CRM,"W26B      ",44500,5000000000,7050000000,3510000000,8540000000,10000000000,34050000000,10420000000,33630000000,REPLENISH
"ZZDE      ",CRM,"W26E      ",29035,2000000000,8250000000,2365000000,7885000000,4000000000,20980000000,6020000000,18960000000,REPLENISH
"ZZDF      ",CRM,"W26F      ",24015,0,0,0,0,0,0,0,0,REPLENISH
"ZZDG      ",CRM,"W26G      ",24030,10000000000,7380000000,13245000000,4135000000,0,17320000000,8590000000,8730000000,CURRENT
"ZZDH      ",CRM,"W26H      ",24026,10000000000,610000000,5270000000,5340000000,20000000000,6110000000,5330000000,20780000000,CURRENT
"ZZDI      ",CRM,"W26I      ",24008,2000000000,13610000000,2540000000,13070000000,2000000000,23560000000,4510000000,21050000000,REPLENISH
"ZZDM      ",CRM,"W26M      ",24000,500000000,11215000000,2105000000,9610000000,1000000000,19100000000,2040000000,18060000000,REPLENISH
"ZZDP      ",CRM,"W26P      ",29005,2000000000,1705000000,945000000,2760000000,4000000000,5650000000,2980000000,6670000000,CURRENT
"ZZD2      ",CRM,"W18D      ",47007,13000000000,2380000000,2610000000,12770000000,28000000000,4050000000,2060000000,29990000000,CURRENT
"ZZD3      ",CRM,"W19D      ",20024,1000000000,7890000000,2570000000,6320000000,2000000000,18640000000,8590000000,12050000000,REPLENISH
"ZZD4      ",CRM,"W20D      ",39000,5000000000,3100000000,2650000000,5450000000,10000000000,6600000000,5180000000,11420000000,REPLENISH
"ZZD9      ",CRM,"W24D      ",47007,5000000000,455000000,835000000,4620000000,10000000000,860000000,4360000000,6500000000,CURRENT
"ZZEA      ",CRM,"W27A      ",44010,1000000000,21880000000,2675000000,20205000000,2000000000,41170000000,4340000000,38830000000,REPLENISH
"ZZEB      ",CRM,"W27B      ",34000,2000000000,4105000000,1675000000,4430000000,4000000000,14700000000,7020000000,11680000000,REPLENISH
"ZZEC      ",CRM,"W27C      ",43500,5000000000,105000000,1140000000,3965000000,10000000000,2510000000,2090000000,10420000000,REPLENISH
"ZZEE      ",CRM,"W27E      ",27524,5000000000,375000000,945000000,4430000000,10000000000,3400000000,3560000000,9840000000,REPLENISH
"ZZEH      ",CRM,"W27H      ",29000,2000000000,500000000,160000000,2340000000,4000000000,2680000000,520000000,6160000000,REPLENISH
"ZZEI      ",CRM,"W27I      ",31500,2000000000,285000000,245000000,2040000000,4000000000,2470000000,900000000,5570000000,REPLENISH
"ZZEK      ",CRM,"W33Q      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZEM      ",CRM,"W27M      ",34027,5000000000,5410000000,3785000000,6625000000,5000000000,21300000000,6260000000,20040000000,REPLENISH
"ZZEN      ",CRM,"W27N      ",29000,2000000000,305000000,665000000,1640000000,4000000000,1260000000,2900000000,2360000000,REPLENISH
"ZZER      ",CRM,"W27R      ",39042,2000000000,690000000,645000000,2045000000,8000000000,5300000000,210000000,13090000000,REPLENISH
"ZZET      ",CRM,"W27T      ",8051,5000000000,405000000,1650000000,3755000000,5000000000,4300000000,6070000000,3230000000,REPLENISH
"ZZEV      ",CRM,"W29V      ",39069,5000000000,3305000000,3555000000,4750000000,8000000000,16740000000,17190000000,7550000000,REPLENISH
"ZZEX      ",CRM,"W29X      ",34011,2000000000,1545000000,1480000000,2065000000,4000000000,8330000000,6550000000,5780000000,CURRENT
"ZZEZ      ",CRM,"W29Z      ",42000,3000000000,2695000000,4450000000,1245000000,2000000000,18040000000,8670000000,11370000000,REPLENISH
"ZZE4      ",CRM,"W20E      ",39061,4000000000,840000000,620000000,4220000000,6000000000,10800000000,4590000000,12210000000,REPLENISH
"ZZE9      ",CRM,"W24E      ",47007,5000000000,155000000,585000000,4570000000,10000000000,1440000000,3790000000,7650000000,CURRENT
"ZZFA      ",CRM,"W29A      ",34053,5000000000,4305000000,6645000000,2660000000,10000000000,19480000000,7800000000,21680000000,REPLENISH
"ZZFD      ",CRM,"W29D      ",27510,2000000000,9045000000,5555000000,5490000000,4000000000,36080000000,13030000000,27050000000,REPLENISH
"ZZFE      ",CRM,"W29E      ",31002,2000000000,1510000000,1770000000,1740000000,4000000000,2270000000,3330000000,2940000000,REPLENISH
"ZZFF      ",CRM,"W29F      ",31004,3000000000,455000000,1630000000,1825000000,6000000000,9110000000,3460000000,11650000000,CURRENT
"ZZFH      ",CRM,"W29H      ",39051,1500000000,5030000000,1340000000,5190000000,4000000000,14300000000,4630000000,13670000000,REPLENISH
"ZZFI      ",CRM,"W29I      ",43000,5000000000,5710000000,7550000000,3160000000,10000000000,18060000000,12490000000,15570000000,CURRENT
"ZZFK      ",CRM,"W29K      ",31012,1000000000,11705000000,2760000000,9945000000,2000000000,28310000000,5100000000,25210000000,CURRENT
"ZZFL      ",CRM,"W29L      ",30,2000000000,840000000,2375000000,465000000,4000000000,6660000000,3440000000,7220000000,REPLENISH
"ZZFM      ",CRM,"W29M      ",39016,3000000000,85000000,1145000000,1940000000,4000000000,1520000000,1170000000,4350000000,REPLENISH
"ZZFN      ",CRM,"W34E      ",47007,14000000000,600000000,5705000000,8895000000,25000000000,4910000000,14220000000,15690000000,CURRENT
"ZZFP      ",CRM,"W29P      ",27006,2500000000,440000000,1650000000,1290000000,14000000000,2310000000,5800000000,10510000000,CURRENT
"ZZFS      ",CRM,"W29S      ",29031,10000000000,2355000000,5900000000,6455000000,20000000000,2900000000,5210000000,17690000000,CURRENT
"ZZFT      ",CRM,"W29T      ",43505,5000000000,1500000000,2515000000,3985000000,5000000000,14210000000,4240000000,14970000000,REPLENISH
"ZZFW      ",CRM,"W27W      ",34047,5000000000,6660000000,2360000000,9300000000,10000000000,23590000000,7340000000,26250000000,REPLENISH
"ZZFX      ",CRM,"W27X      ",27514,2000000000,3930000000,2660000000,3270000000,4000000000,14940000000,5520000000,13420000000,REPLENISH
"ZZFZ      ",CRM,"W27Z      ",37,5000000000,565000000,1470000000,4095000000,10000000000,3150000000,5430000000,7720000000,CURRENT
"ZZF0      ",CRM,"W16F      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZF1      ",CRM,"W17F      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZF7      ",CRM,"W23F      ",27527,2000000000,960000000,1220000000,1740000000,4000000000,53530000000,3510000000,54020000000,REPLENISH
"ZZF9      ",CRM,"W24F      ",47007,5000000000,190000000,625000000,4565000000,10000000000,360000000,950000000,9410000000,CURRENT
"ZZGC      ",CRM,"W28C      ",34006,5000000000,1735000000,3600000000,3135000000,5000000000,7200000000,4250000000,7950000000,REPLENISH
"ZZGE      ",CRM,"W28E      ",23035,0,0,0,0,0,0,0,0,CURRENT
"ZZGF      ",CRM,"W28F      ",12006,2000000000,7085000000,6270000000,2815000000,4000000000,26150000000,13210000000,16940000000,REPLENISH
"ZZGG      ",CRM,"W28G      ",31007,1000000000,1195000000,1720000000,475000000,2000000000,11810000000,7750000000,6060000000,REPLENISH
"ZZGH      ",CRM,"W28H      ",8016,5000000000,1105000000,1590000000,4515000000,5000000000,5350000000,2930000000,7420000000,CURRENT
"ZZGI      ",CRM,"W28I      ",27501,5000000000,5790000000,2220000000,8570000000,10000000000,20070000000,14680000000,15390000000,REPLENISH
"ZZGJ      ",CRM,"W28J      ",8024,3000000000,1065000000,3720000000,345000000,2000000000,4470000000,2350000000,4120000000,REPLENISH
"ZZGK      ",CRM,"W28K      ",28500,5000000000,1495000000,1230000000,5265000000,10000000000,4470000000,1020000000,13450000000,REPLENISH
"ZZGM      ",CRM,"W28M      ",39031,2000000000,3040000000,1010000000,4030000000,4000000000,14230000000,1330000000,16900000000,REPLENISH
"ZZGN      ",CRM,"W28N      ",34063,2000000000,6850000000,1455000000,7395000000,4000000000,16600000000,4480000000,16120000000,REPLENISH
"ZZGO      ",CRM,"W28O      ",44000,5000000000,130000000,1635000000,3495000000,10000000000,870000000,3680000000,7190000000,REPLENISH
"ZZGP      ",CRM,"W28P      ",27515,2000000000,705000000,1415000000,1290000000,4000000000,4520000000,7090000000,1430000000,CURRENT
"ZZGQ      ",CRM,"W28Q      ",27520,2000000000,7295000000,1425000000,7870000000,4000000000,26840000000,3390000000,27450000000,CURRENT
"ZZGR      ",CRM,"W28R      ",45501,2000000000,1210000000,1075000000,2135000000,4000000000,6580000000,9080000000,1500000000,CURRENT
"ZZGS      ",CRM,"W28S      ",27000,2000000000,550000000,760000000,1790000000,4000000000,3370000000,2430000000,4940000000,REPLENISH
"ZZGT      ",CRM,"W30T      ",39078,1500000000,9145000000,4260000000,6385000000,3000000000,28640000000,17570000000,14070000000,REPLENISH
"ZZGV      ",CRM,"W30V      ",32008,5000000000,2605000000,2785000000,4820000000,10000000000,4980000000,6850000000,8130000000,REPLENISH
"ZZGW      ",CRM,"W30W      ",34070,2000000000,5740000000,2405000000,5335000000,4000000000,23210000000,5550000000,21660000000,REPLENISH
"ZZGX      ",CRM,"W30X      ",39035,5000000000,2250000000,4390000000,2860000000,2000000000,18610000000,4280000000,16330000000,REPLENISH
"ZZGZ      ",CRM,"W28Z      ",31013,2000000000,4325000000,3210000000,3115000000,4000000000,16800000000,11520000000,9280000000,REPLENISH
"ZZG0      ",CRM,"W16G      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZG4      ",CRM,"W20G      ",32000,2000000000,3330000000,1480000000,3850000000,4000000000,16420000000,4600000000,15820000000,REPLENISH
"ZZG5      ",CRM,"W21G      ",47007,4000000000,4210000000,3225000000,4985000000,8000000000,9970000000,3470000000,14500000000,CURRENT
"ZZG6      ",CRM,"W22G      ",24016,2000000000,1885000000,1905000000,1980000000,4000000000,4120000000,6000000000,2120000000,REPLENISH
"ZZG7      ",CRM,"W23G      ",47007,8000000000,10000000,705000000,7305000000,8000000000,60000000,1970000000,6090000000,CURRENT
"ZZG9      ",CRM,"W24G      ",47007,5000000000,35000000,120000000,4915000000,10000000000,240000000,10000000,10230000000,CURRENT
"ZZHC      ",CRM,"W30C      ",31001,1000000000,2310000000,585000000,2725000000,2000000000,21350000000,4410000000,18940000000,CURRENT
"ZZHD      ",CRM,"W30D      ",27519,2000000000,8660000000,1500000000,9160000000,4000000000,23610000000,2820000000,24790000000,REPLENISH
"ZZHE      ",CRM,"W30E      ",39000,5000000000,330000000,3040000000,2290000000,10000000000,7620000000,5070000000,12550000000,REPLENISH
"ZZHF      ",CRM,"W30F      ",37009,5000000000,1670000000,1930000000,4740000000,10000000000,16450000000,19100000000,7350000000,REPLENISH
"ZZHH      ",CRM,"W30H      ",34070,4000000000,6350000000,4670000000,5680000000,2000000000,15380000000,3310000000,14070000000,REPLENISH
"ZZHO      ",CRM,"W30O      ",32000,2000000000,2630000000,765000000,3865000000,4000000000,10800000000,11420000000,3380000000,CURRENT
"ZZHP      ",CRM,"W30P      ",45502,2000000000,7790000000,1935000000,7855000000,4000000000,11330000000,5350000000,9980000000,REPLENISH
"ZZHR      ",CRM,"W30R      ",32008,5000000000,2470000000,2955000000,4515000000,10000000000,8050000000,5810000000,12240000000,REPLENISH
"ZZHU      ",CRM,"W28U      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZHY      ",CRM,"W30Y      ",39086,5000000000,30000000,670000000,4360000000,5000000000,2720000000,1570000000,6150000000,REPLENISH
"ZZH1      ",CRM,"W17H      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZH3      ",CRM,"W19H      ",23013,2000000000,3245000000,2275000000,2970000000,4000000000,11880000000,2560000000,13320000000,CURRENT
"ZZH4      ",CRM,"W20H      ",32012,5000000000,2515000000,3710000000,3805000000,10000000000,12270000000,5380000000,16890000000,REPLENISH
"ZZH6      ",CRM,"W22H      ",24014,2000000000,70000000,425000000,1645000000,4000000000,4370000000,380000000,7990000000,REPLENISH
"ZZH9      ",CRM,"W24H      ",47007,5000000000,35000000,35000000,5000000000,10000000000,90000000,20000000,10070000000,CURRENT
"ZZIB      ",CRM,"W31B      ",24049,2000000000,3810000000,3310000000,2500000000,4000000000,10050000000,10380000000,3670000000,REPLENISH
"ZZID      ",CRM,"W32D      ",47007,0,0,0,0,0,0,0,0,CURRENT
"ZZIG      ",CRM,"W32G      ",4016,2000000000,670000000,455000000,2215000000,4000000000,5630000000,2950000000,6680000000,REPLENISH
"ZZIH      ",CRM,"W32H      ",40,2000000000,170000000,700000000,1470000000,8000000000,2500000000,1100000000,9400000000,REPLENISH
"ZZIJ      ",CRM,"W32J      ",47007,1500000000,765000000,1320000000,945000000,28000000000,8060000000,2220000000,33840000000,REPLENISH
"ZZIK      ",CRM,"W32K      ",40,0,0,0,0,0,0,0,0,CURRENT
"ZZIM      ",CRM,"W32M      ",39057,3000000000,2410000000,4760000000,650000000,6000000000,20650000000,10920000000,15730000000,REPLENISH
"ZZIN      ",CRM,"W32N      ",39057,3000000000,875000000,1830000000,2045000000,6000000000,8730000000,8190000000,6540000000,REPLENISH
"ZZIO      ",CRM,"W32O      ",47007,0,0,0,0,0,0,0,0,REPLENISH
"ZZIS      ",CRM,"W32S      ",7,5000000000,185000000,1725000000,3460000000,5000000000,1340000000,2350000000,3990000000,CURRENT
"ZZIU      ",CRM,"W32U      ",47007,14000000000,2715000000,255000000,16460000000,14000000000,9080000000,1450000000,21630000000,CURRENT
"ZZIW      ",CRM,"W32W      ",47007,2000000000,435000000,200000000,2235000000,28000000000,3650000000,820000000,30830000000,CURRENT
"ZZIX      ",CRM,"W32X      ",47007,5000000000,2635000000,995000000,6640000000,10000000000,8670000000,1330000000,17340000000,CURRENT
"ZZI2      ",CRM,"W18I      ",47007,14000000000,495000000,3060000000,11435000000,9000000000,4300000000,2530000000,10770000000,CURRENT
"ZZI3      ",CRM,"W19I      ",23040,5000000000,4505000000,2240000000,7265000000,2000000000,6390000000,6410000000,1980000000,CURRENT
"ZZI4      ",CRM,"W20I      ",34073,5000000000,1390000000,2460000000,3930000000,10000000000,5810000000,5700000000,10110000000,REPLENISH
"ZZI6      ",CRM,"W22I      ",58,5000000000,295000000,1935000000,3360000000,10000000000,3870000000,990000000,12880000000,CURRENT
"ZZI9      ",CRM,"W24I      ",47007,5000000000,70000000,150000000,4920000000,10000000000,210000000,180000000,10030000000,CURRENT
"ZZJB      ",CRM,"W33B      ",47007,0,0,0,0,0,0,0,0,CURRENT
